,credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn,country_Germany,country_Spain
0,-0.32578661600475045,0,0.4166666666666667,2,-0.76239787918752,1,1,1,0.009203568419575378,1,0,0
1,-0.43982287447970114,0,0.3333333333333333,1,-0.10546617621672891,1,0,1,0.12316530958052069,0,0,1
2,0.5035679910858,0,0.16666666666666666,1,-0.76239787918752,2,0,0,-0.06737957276233239,0,0,0
3,2.068974811969214,0,0.5,2,0.22142436282964198,1,1,1,-0.21747153412608802,0,0,1
4,-0.05624636870032155,1,0.5833333333333334,8,0.12928194986634983,2,1,0,0.5020379835479997,1,0,1
5,1.7787006994875212,1,1.0833333333333333,7,-0.76239787918752,2,1,1,-0.9201692592028684,0,0,0
6,-2.7568323080389265,0,-0.6666666666666666,4,0.13940119824313904,4,1,0,0.192439086381884,1,1,0
7,-1.5490846614633123,1,0.5833333333333334,4,0.3510758609118341,2,0,1,-0.25965703763917963,0,0,0
8,-1.2691774815702515,1,-0.5,6,0.03726479685616329,2,0,0,-0.20630290272732094,0,0,0
9,-1.59055239181784,1,-1.0833333333333333,3,-0.76239787918752,2,1,0,-0.24489974707125295,0,0,1
10,-1.8082579761791093,0,-0.25,10,-0.76239787918752,2,1,0,-0.7552574966544349,0,0,0
11,-1.051471897208982,0,-1.0,5,-0.76239787918752,2,0,0,0.9204832376101336,0,0,0
12,-0.15991569458664034,0,-0.16666666666666666,7,-0.76239787918752,2,1,1,-0.3511714606659326,0,0,1
13,-0.3568874137706461,1,0.6666666666666666,3,0.3595284777974284,2,0,1,-0.36770918391422647,0,1,0
14,0.02668909200873349,1,1.75,1,0.2770157960600219,1,1,0,-0.9707186628755098,1,1,0
15,-1.051471897208982,0,-1.0833333333333333,9,-0.76239787918752,2,1,1,-0.8759474774395467,0,0,1
16,-0.6575284588409706,1,0.6666666666666666,6,-0.76239787918752,1,0,0,0.592933917980675,0,0,1
17,0.7834751709788608,0,-1.0833333333333333,6,-0.76239787918752,2,1,1,-0.46547853735134065,0,0,0
18,0.845676766510652,1,0.3333333333333333,8,-0.76239787918752,2,1,1,0.7171545269063665,0,0,0
19,-0.14954876199800848,0,-0.4166666666666667,8,-0.76239787918752,2,1,0,0.3879993767263912,0,0,1
20,0.19256001342684356,1,0.75,3,-0.76239787918752,2,0,1,-0.936204657723067,0,0,0
21,2.0275070816146865,0,0.08333333333333333,5,-0.76239787918752,1,1,1,0.887480584421326,0,0,0
22,1.0944831486378173,1,-0.08333333333333333,2,0.310037705950183,1,1,1,0.7085596225295391,0,1,0
23,-0.8233993802590807,1,0.5833333333333334,9,-0.76239787918752,2,0,0,-0.6313320315039255,0,0,0
24,-0.7922985824931851,0,0.5,3,0.3455760240221625,1,1,1,-0.002621017219791523,0,1,0
25,-2.4821085944401817,1,-0.6666666666666666,0,-0.29445891080631065,2,1,1,-0.47811117961148025,0,0,0
26,-0.6160607284864431,0,0.16666666666666666,3,-0.76239787918752,3,1,0,0.4074847708000896,1,0,1
27,-1.217342818627092,1,-0.08333333333333333,7,-0.09367825832697975,1,0,1,0.5730516731185462,0,0,0
28,-1.0100041668544546,1,0.3333333333333333,9,0.1007242482673434,2,0,0,-0.18881530316911013,0,1,0
29,-1.3521129422793066,0,0.4166666666666667,6,-0.76239787918752,2,1,1,-0.6722876844464066,0,0,1
30,0.7420074406243332,0,-0.6666666666666666,9,-0.76239787918752,2,1,1,0.42340451449841626,0,0,1
31,-1.8186249087677413,0,0.6666666666666666,0,0.29003687388860455,1,1,0,-0.739354856838216,1,0,0
32,-1.663120919938263,1,-0.5,3,0.376231006788435,1,0,1,0.13868290843166925,0,0,1
33,1.5920959128921475,1,-0.3333333333333333,7,-0.16236821421301878,1,0,1,-0.02027446334915496,0,0,1
34,2.068974811969214,1,-0.08333333333333333,7,-0.76239787918752,1,1,1,-0.6071061132481631,0,0,0
35,-0.70936312178413,1,0.3333333333333333,6,-0.21096029684727644,2,0,1,0.7903333846958841,0,1,0
36,-1.8497257065336368,1,0.25,4,-0.76239787918752,1,1,0,-0.30838559052909176,0,0,1
37,-1.92229423465406,0,1.1666666666666667,8,0.19799887034805125,1,0,0,0.8231525783873207,1,0,0
38,-0.9789033690885589,0,2.0,2,0.15799900909030218,1,1,1,-0.06404838810418889,0,0,0
39,1.9031038905511037,0,1.0,2,0.26754432506274706,1,0,0,0.9561974669659643,1,0,0
40,0.09925762012915665,0,2.0,5,0.4598751825327738,1,1,1,0.5894070567665123,0,0,1
41,1.3018218004104547,0,-0.4166666666666667,4,0.0953045996955862,2,1,1,0.265441916718042,0,1,0
42,-1.04110496462035,1,0.08333333333333333,2,0.048040131470432526,1,0,1,-0.09739790394979028,0,1,0
43,1.3018218004104547,0,0.0,2,0.05100184740794103,2,1,0,0.953482836534279,0,1,0
44,0.4932010584971681,1,0.5833333333333334,10,0.1497216620765125,2,1,0,0.9937995373094464,0,1,0
